	101	102	103	104	105	106	107	108	111	113	114	116	117	119	120	121	122	124	125	1601	1602	1603	1604	1605	1606	1607	1608	1609	1616	1617	1618	1619	1620	1621	1622	1623	1624	1625	1626	1627
ASV_1	42	36	42	0	42	81	52	0	38	0	50	61	39	50	49	0	22	45	49	324	153	2881	3992	4439	8391	5198	5398	10149	2473	0	4187	554	1573	4596	5287	6669	9385	2711	5660	1111
ASV_2	4244	6088	586	1066	7421	1343	313	1573	10634	7519	778	9137	4791	6489	6573	2207	3916	59	459	70	0	838	113	230	60	84	45	100	0	8	51	15	25	50	59	34	56	17	50	0
ASV_3	349	2907	156	54	10318	236	96	435	5030	3790	2055	7340	1163	4357	1015	2115	2531	49	321	55	0	29	43	0	34	32	27	28	7	9	23	0	14	0	34	24	22	9	29	0
ASV_4	635	419	13	195	178	14	55	19	1016	813	18	1760	658	16	368	574	589	0	110	5	36	1623	4570	904	2746	2134	1469	2168	231	0	653	176	2533	3254	444	326	2915	0	1608	474
ASV_5	93	118	12526	394	558	529	12358	1135	154	154	2334	114	314	334	272	843	330	65	209	20	0	20	28	32	0	77	111	72	0	0	22	43	13	16	45	21	12	5	26	4
ASV_6	295	67	29	387	249	1990	244	512	664	192	1173	583	685	452	267	163	417	103	313	372	365	2924	3026	4349	2085	816	385	1382	509	376	1059	494	819	1113	849	851	222	351	904	142
ASV_7	0	0	0	0	0	18	0	18	0	0	0	21	0	0	0	9	0	21	0	98	0	938	1251	1386	2403	1603	1572	3035	800	148	1324	198	467	1363	1494	2025	2811	747	1813	466
ASV_8	10	0	0	0	0	0	18	10	7	14	9	0	0	8	9	6	0	6	0	3	0	179	45	19	28	85	246	0	142	325	1394	381	331	1766	5334	1486	410	141	8353	144
ASV_9	150	361	45	214	804	86	884	141	967	2996	1235	416	712	444	571	594	903	425	298	393	23	205	219	165	103	691	340	257	73	0	949	455	234	385	406	459	177	139	507	71
ASV_10	503	756	393	610	408	393	3505	429	491	1288	1654	339	449	610	444	355	461	125	182	88	39	72	111	155	138	1168	834	164	51	44	155	189	47	56	423	139	69	34	702	0
ASV_11	0	7	509	208	13	2816	60	1298	15	20	1114	24	0	0	10	2377	1406	9	9	21	0	16	12	14	0	10	0	0	165	578	42	414	89	17	1462	23	0	416	1530	4
ASV_12	7	4	155	90	9	2018	244	2999	3	9	2613	0	0	0	57	420	30	42	83	18	10	26	13	4	4	0	7	0	0	0	16	7	0	16	7	0	0	0	4	0
ASV_13	66	26	12	9	15	21	0	0	11	14	15	0	0	0	213	19	0	6095	2239	0	0	0	13	0	0	0	0	5	12	2	0	0	0	0	6	3	13	0	0	0
ASV_14	416	592	44	74	541	81	94	157	898	1508	874	375	899	927	220	357	368	110	219	7	0	6	10	0	0	9	0	0	0	0	4	7	0	0	0	0	4	0	6	0
ASV_15	3	4	240	0	10	4051	133	1897	0	0	1066	8	0	11	7	241	13	0	0	0	0	0	0	0	0	0	0	4	0	3	8	0	0	18	0	9	10	0	9	0
ASV_16	0	0	18	32	3	104	45	175	8	37	183	21	22	10	6	79	42	0	0	0	0	74	124	170	99	95	160	143	291	0	579	163	434	372	681	692	708	253	915	129
ASV_17	0	0	120	55	0	1552	128	2409	4	0	2108	0	4	0	0	301	18	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	2	2	0	2	0
ASV_18	3	3	10	5	0	0	17	0	0	31	14	0	17	0	0	0	23	71	0	27	0	23	167	124	68	199	148	29	8	203	1050	850	1051	325	369	390	44	26	790	5
ASV_19	37	11	281	46	105	2046	205	974	32	72	1082	17	38	47	157	233	25	22	97	16	0	6	15	19	0	0	12	20	0	0	0	0	0	19	40	14	15	10	31	0
ASV_20	429	72	14	171	119	395	201	103	124	264	567	477	651	135	796	102	129	28	602	0	0	37	32	37	22	29	0	19	0	5	7	0	18	15	7	0	0	0	18	0
ASV_21	105	31	30	0	70	11	109	65	64	148	362	29	725	77	33	245	324	0	0	15	0	124	486	245	146	55	220	137	31	22	63	169	0	32	277	98	63	0	375	27
ASV_22	75	62	18	0	15	14	27	21	42	3	29	35	19	61	327	10	0	64	289	98	0	145	116	37	8	11	24	16	11	0	1067	0	140	443	153	169	120	26	256	38
ASV_23	7	0	0	0	0	12	18	0	0	29	0	0	26	2	0	0	7	0	0	0	0	356	609	811	243	296	328	253	25	20	135	0	17	100	85	130	169	42	167	25
ASV_24	20	0	0	0	59	75	0	29	14	23	63	9	30	9	410	29	19	331	466	995	0	373	97	59	0	30	39	24	0	0	35	68	12	23	49	17	0	29	39	0
ASV_25	0	0	0	0	0	3	3	0	4	0	0	0	0	3	0	0	0	0	0	24	0	0	48	75	36	51	81	19	38	90	826	312	80	273	421	240	149	66	398	39
ASV_26	187	62	37	2284	9	52	25	45	97	114	36	58	19	63	27	47	30	4	2	0	0	4	0	16	0	10	0	0	0	0	0	0	0	0	0	0	0	2	2	0
ASV_27	271	223	31	37	412	70	0	36	484	285	115	142	48	827	70	60	0	0	25	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	6	0
ASV_28	112	19	18	41	32	25	56	27	27	54	104	51	126	92	7	36	98	28	10	0	3	148	255	272	113	204	249	185	14	45	36	177	24	30	156	45	50	32	120	0
ASV_29	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	2075	514	245	96	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_30	36	21	25	6	22	113	480	37	25	704	307	13	444	40	37	70	96	3	5	0	0	2	2	6	0	4	8	0	1	10	53	14	13	13	17	11	3	0	12	2
ASV_31	14	9	26	13	4	153	1434	49	0	169	255	6	56	32	11	70	65	0	0	0	0	0	0	4	0	0	0	4	0	0	17	0	8	5	15	2	6	0	43	0
ASV_32	0	4	1912	279	3	120	51	6	0	5	16	0	0	2	4	21	3	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	20	0
ASV_33	16	33	11	0	61	7	13	33	51	45	90	42	72	66	85	46	70	284	221	543	98	135	27	20	0	16	0	0	55	9	0	94	3	24	48	10	0	11	57	0
ASV_34	3	0	11	2	0	4	0	14	0	0	0	0	0	0	0	4	0	0	0	37	0	258	287	451	146	155	107	334	35	8	35	12	34	76	40	47	124	10	74	13
ASV_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	34	3	106	329	388	203	590	183	142	18	15	8	28	6	22	19	47	40	13	23	0
ASV_36	144	93	20	15	60	32	149	36	90	391	260	64	271	231	31	90	64	2	6	0	0	5	0	6	0	6	0	0	0	0	0	0	0	0	4	3	2	5	17	0
ASV_37	77	17	7	6	11	4	0	6	53	25	14	40	17	42	50	0	8	26	29	28	2	28	10	10	0	0	6	9	12	0	486	0	0	313	61	234	214	0	129	111
ASV_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	574	185	255	209	130	63	123	206	48	21	10	31	36	4	18	23	34	16	7	27	0
ASV_39	435	100	15	16	44	14	18	9	156	53	185	27	48	495	36	32	30	0	18	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_40	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	83	68	111	168	77	111	215	52	0	117	0	25	101	70	118	236	29	97	0
ASV_41	12	16	0	3	39	181	135	67	24	107	72	24	106	0	242	29	60	93	357	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_42	139	46	16	6	11	29	10	0	52	0	0	4	8	189	62	0	2	45	28	198	84	118	47	47	0	46	41	128	31	0	0	0	0	0	5	9	0	0	0	0
ASV_43	553	140	0	7	0	41	40	0	160	73	49	106	31	63	30	21	6	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_44	0	0	0	0	0	0	0	0	0	0	0	0	2	2	28	3	2	27	132	0	0	221	213	161	104	118	34	61	67	0	17	7	0	16	11	11	30	10	23	0
ASV_45	26	28	5	18	94	9	77	23	90	288	126	53	75	62	55	73	76	31	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_46	13	0	180	11	18	101	61	82	7	0	41	3	5	0	72	12	0	45	76	6	12	119	55	39	20	32	50	0	0	5	21	18	0	9	24	9	19	0	28	0
ASV_47	0	0	0	0	0	11	10	0	0	9	0	0	0	0	21	0	0	0	29	226	24	130	145	63	49	42	55	31	23	0	36	81	0	29	49	22	36	18	39	0
ASV_48	0	0	0	0	0	37	0	0	0	30	0	0	21	0	24	0	0	0	0	60	26	162	87	81	57	80	53	219	0	0	26	8	7	35	19	20	58	20	36	0
ASV_49	0	11	0	0	27	0	23	0	11	0	8	0	5	0	287	0	0	259	265	105	0	11	0	5	3	20	18	16	0	0	4	0	0	0	0	6	8	0	11	0
ASV_50	229	64	0	0	74	40	5	12	126	69	7	82	27	156	53	0	39	0	10	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	0	2	0	0	0	3	0	0	0	0	0	5	0	0	64	0	0	123	85	84	0	59	27	14	5	0	0	0	0	0	82	0	33	89	11	234	0	7	61	6
ASV_52	100	4	41	28	7	16	84	14	0	61	53	12	60	86	64	0	26	4	25	73	9	53	17	32	7	16	0	10	0	0	12	0	10	11	25	7	0	0	23	0
ASV_53	65	102	8	27	8	4	16	25	137	51	108	64	55	223	11	33	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_54	0	0	0	0	0	19	10	0	0	0	0	0	0	0	128	0	0	149	221	296	0	56	0	0	8	0	19	0	0	0	10	0	0	0	0	0	0	7	26	0
ASV_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	174	262	113	18	0	46	17	8	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_56	0	0	690	102	0	66	24	4	4	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_57	7	0	0	8	28	0	0	0	55	15	0	29	6	0	21	10	2	0	0	0	0	5	53	17	14	0	4	0	2	0	277	0	97	125	20	58	0	0	36	10
ASV_58	26	0	1	0	15	4	33	0	0	9	0	0	0	20	134	0	0	145	113	79	131	104	49	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_59	93	109	8	39	6	0	24	7	156	54	15	84	15	183	0	17	51	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_60	247	0	0	155	58	0	0	0	63	41	26	78	34	43	53	9	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
ASV_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	119	132	177	36	100	9	0	0	0	94	11	23	93	1	12	0	0	10	0
ASV_62	0	75	3	0	54	0	0	0	58	0	12	4	6	19	99	0	0	15	26	426	0	0	5	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
ASV_63	3	18	19	0	20	51	32	8	19	46	43	17	18	20	36	13	16	129	158	18	4	21	17	14	15	7	0	0	0	0	7	0	0	0	3	6	0	0	18	0
ASV_64	24	0	0	25	10	42	24	17	15	98	121	15	238	18	18	43	31	15	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_65	0	0	221	178	0	145	0	73	0	0	37	0	0	0	0	28	7	0	0	0	0	0	0	0	0	0	0	0	68	5	0	0	0	0	0	0	0	0	0	0
ASV_66	67	52	6	27	85	0	11	17	49	45	18	95	23	113	36	38	37	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	5	73	70	178	42	26	30	28	0	12	32	50	0	14	0	12	9	0	23	0
ASV_68	16	21	0	6	7	0	0	0	24	0	18	14	13	25	100	0	0	0	17	0	0	34	48	36	0	13	0	2	1	0	65	13	0	53	12	49	45	0	24	13
ASV_69	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	16	50	58	212	84	74	12	0	6	55	0	0	44	16	7	0	8	0
ASV_70	0	0	72	10	0	0	76	96	0	0	182	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	111	0
ASV_71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_72	0	0	0	4	0	69	0	273	0	0	264	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_73	322	30	0	38	0	0	0	0	49	34	0	16	0	51	0	0	0	0	0	81	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_74	0	0	0	27	0	0	0	90	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0
ASV_75	0	3	2	0	0	59	26	35	0	13	41	9	22	5	59	17	16	45	144	46	0	15	12	0	3	3	3	3	2	2	0	0	0	6	7	0	0	0	0	0
ASV_76	31	0	63	10	0	26	175	28	0	14	54	1	0	0	20	27	20	85	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_77	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	145	0	128	66	45	20	0	27	27	5	0	0	0	4	15	13	21	18	0	24	0
ASV_78	19	0	0	13	0	12	3	9	6	4	6	20	0	0	28	0	9	3	19	0	0	42	56	86	57	43	21	33	14	0	0	0	4	0	11	7	16	0	15	0
ASV_79	60	38	0	32	59	0	0	35	23	15	17	88	28	72	44	15	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ASV_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	123	0	59	56	26	14	20	21	0	10	9	16	60	0	11	30	16	0	13	51	0
ASV_81	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	18	40	16	76	80	33	12	7	44	8	0	9	22	85	15	0	26	12
ASV_82	0	0	0	0	0	0	17	0	0	0	21	0	31	0	0	9	7	9	0	140	38	53	48	10	0	11	0	0	0	8	9	0	4	9	20	0	11	7	11	1
ASV_83	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	104	194	105	0	0	0	17	0	0	0	10	3	0	0	0
ASV_84	0	0	0	0	0	133	109	88	3	25	54	2	0	0	0	16	8	0	17	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV_85	7	30	0	0	13	0	296	8	26	8	22	7	6	0	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_86	0	0	71	6	6	66	17	44	0	0	20	0	0	5	0	6	0	5	24	0	3	35	9	9	7	10	32	0	0	0	12	14	0	3	15	4	3	0	8	0
ASV_87	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	26	0	110	98	48	18	28	16	0	2	0	14	6	3	0	4	11	6	9	15	0
ASV_88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	33	39	96	21	18	0	55	38	0	0	0	25	19	11	18	19	0	17	0
ASV_89	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	47	74	73	16	33	39	39	0	0	19	5	0	0	9	21	16	4	10	0
ASV_90	41	0	0	0	0	0	7	0	0	47	0	105	21	13	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	66	0	0	26	0	10	0
ASV_91	8	6	29	0	52	49	39	34	0	0	26	0	0	20	36	26	11	0	19	0	0	0	0	0	0	12	0	0	0	2	3	0	0	0	0	5	0	4	13	0
ASV_92	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	5	0	81	0	61	38	25	18	7	9	5	10	5	13	36	0	6	18	0	0	8	28	0
ASV_93	0	0	0	0	87	18	0	21	147	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	139	28	45	0	29	23	24	19	10	8	0	0	0	0	26	0	0	0	0	0	7	5	0
ASV_95	10	54	0	0	0	0	0	0	76	22	8	36	0	0	0	6	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_96	13	0	13	7	16	59	27	55	6	24	21	11	12	6	25	0	13	4	31	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_97	0	7	1	0	25	38	14	9	4	16	39	0	23	18	21	18	13	22	46	4	0	8	6	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	3	0
ASV_98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	33	25	60	17	0	0	0	0	0
ASV_99	56	21	5	16	57	0	8	0	33	2	0	18	0	77	18	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_100	0	0	0	0	0	89	0	109	0	0	113	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_101	32	10	0	0	7	0	0	11	0	0	0	0	49	0	57	0	13	32	104	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	43	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	33	0	0	0	0
ASV_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0
ASV_105	28	0	20	3	6	0	4	0	0	0	2	0	0	19	4	0	0	3	7	0	0	0	0	8	0	4	27	0	0	8	22	23	0	0	23	12	21	10	24	6
ASV_106	0	0	0	0	0	140	0	72	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_107	21	32	0	16	4	16	5	0	21	9	28	21	16	44	3	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_108	0	0	1	0	0	27	0	19	0	0	17	0	0	0	70	8	17	15	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_109	0	0	0	0	0	0	0	0	140	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_110	56	18	0	17	8	0	13	0	0	0	26	9	8	57	24	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_111	47	0	0	0	0	0	13	54	0	0	30	0	0	0	49	18	8	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	7	206	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	27	40	48	34	38	14	29	0	0	0	0	0	4	0	0	0	0	0	1
ASV_115	8	0	0	0	0	0	0	0	4	4	0	7	0	0	0	0	0	0	7	27	62	88	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_116	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_117	0	0	0	0	0	0	0	0	117	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_118	13	7	0	0	3	0	0	0	8	0	4	0	0	10	6	0	0	0	8	72	0	20	32	17	5	5	0	8	0	0	0	0	0	0	0	0	0	0	8	0
